adj_amb,cond_group,item,verb_bias,explanation,pronoun,pronoun_type,new_sent,question_answers,Ferstl_verb_eng,Ferstl_sem_cat,Ferstl_eng_verb_length,Ferstl_eng_verb_freq,Ferstl_val,Ferstl_IVC,adj,german_adj_freq,german_adj_length,verb,german_verb_freq,german_verb_length,Susanne_avgRating_Score,story,question,left,right,left_pronoun,right_pronoun,correct
nonamb,15,5,NP2,congruent,sie,amb,"Die Liebhaberin bewunderte die Komponistin, weil sie von Anfang an talentiert war und das Stück spielte.",Wen bewunderte die Liebhaberin? (die Komponistin / die Tochter),admired,ExpStim,7,74,2.0,-92.0,talentiert,2.73,10,bewunderte,1.17,10,50.0,"Die_Liebhaberin bewunderte die_Komponistin, weil sie von Anfang an talentiert war und das_Stück spielte.",Wen bewunderte die Liebhaberin?,die Komponistin,die Tochter,sie,sie,F
nonamb,16,5,NP2,incongruent,sie,amb,"Die Liebhaberin bewunderte die Komponistin, weil sie von Anfang an überzeugt war und das Ziel verfolgte.",Wen bewunderte die Liebhaberin? (die Komponistin / die Tochter),admired,ExpStim,7,74,2.0,-92.0,überzeugt,41.42,9,bewunderte,1.17,10,50.0,"Die_Liebhaberin bewunderte die_Komponistin, weil sie von Anfang an überzeugt war und das_Ziel verfolgte.",Wen bewunderte die Liebhaberin?,die Komponistin,die Tochter,sie,sie,F
amb,1,7,NP2,congruent,sie,unamb,"Der Schamane verehrte die Göttin, weil sie von Anfang an ideal war und das Handeln inspirierte.",Was tat der Schamane? (Der Schamane verehrte die Göttin. / Der Schamane spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,ideal,45.97,5,verehrte,2.75,8,93.75,"Der_Schamane verehrte die_Göttin, weil sie von Anfang an ideal war und das_Handeln inspirierte.",Was tat der Schamane?,der Schamane verehrte die Göttin.,der Schamane spielte mit der Gegnerin.,sie,er,F
amb,2,7,NP2,incongruent,er,unamb,"Der Schamane verehrte die Göttin, weil er von Anfang an vollkommen war und die Ruhe austrahlte.",Was tat der Schamane? (Der Schamane verehrte die Göttin. / Der Schamane spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,vollkommen,38.35,10,verehrte,2.75,8,93.75,"Der_Schamane verehrte die_Göttin, weil er von Anfang an vollkommen war und die_Ruhe austrahlte.",Was tat der Schamane?,der Schamane verehrte die Göttin.,der Schamane spielte mit der Gegnerin.,sie,er,F
amb,3,7,NP2,congruent,er,unamb,"Die Schamanin verehrte den Gott, weil er von Anfang an ideal war und das Handeln inspirierte.",Was tat die Schamanin? (Die Schamanin verehrte den Gott. / Die Schamanin spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,ideal,45.97,5,verehrte,2.75,8,93.75,"Die_Schamanin verehrte den_Gott, weil er von Anfang an ideal war und das_Handeln inspirierte.",Was tat die Schamanin?,die Schamanin verehrte den Gott.,die Schamanin spielte mit der Gegnerin.,sie,sie,F
amb,4,7,NP2,incongruent,sie,unamb,"Die Schamanin verehrte den Gott, weil sie von Anfang an vollkommen war und die Ruhe austrahlte.",Was tat die Schamanin? (Die Schamanin verehrte den Gott. / Die Schamanin spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,vollkommen,38.35,10,verehrte,2.75,8,93.75,"Die_Schamanin verehrte den_Gott, weil sie von Anfang an vollkommen war und die_Ruhe austrahlte.",Was tat die Schamanin?,die Schamanin verehrte den Gott.,die Schamanin spielte mit der Gegnerin.,sie,sie,F
amb,5,7,NP2,congruent,er,amb,"Der Schamane verehrte den Gott, weil er von Anfang an ideal war und das Handeln inspirierte.",Was tat der Schamane? (Der Schamane verehrte den Gott. / Der Schamane spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,ideal,45.97,5,verehrte,2.75,8,93.75,"Der_Schamane verehrte den_Gott, weil er von Anfang an ideal war und das_Handeln inspirierte.",Was tat der Schamane?,der Schamane verehrte den Gott.,der Schamane spielte mit der Gegnerin.,er,er,F
amb,6,7,NP2,incongruent,er,amb,"Der Schamane verehrte den Gott, weil er von Anfang an vollkommen war und die Ruhe austrahlte.",Was tat der Schamane? (Der Schamane verehrte den Gott. / Der Schamane spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,vollkommen,38.35,10,verehrte,2.75,8,93.75,"Der_Schamane verehrte den_Gott, weil er von Anfang an vollkommen war und die_Ruhe austrahlte.",Was tat der Schamane?,der Schamane verehrte den Gott.,der Schamane spielte mit der Gegnerin.,er,er,F
amb,7,7,NP2,congruent,sie,amb,"Die Schamanin verehrte die Göttin, weil sie von Anfang an ideal war und das Handeln inspirierte.",Was tat die Schamanin? (Die Schamanin verehrte die Göttin. / Die Schamanin spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,ideal,45.97,5,verehrte,2.75,8,93.75,"Die_Schamanin verehrte die_Göttin, weil sie von Anfang an ideal war und das_Handeln inspirierte.",Was tat die Schamanin?,die Schamanin verehrte die Göttin.,die Schamanin spielte mit der Gegnerin.,sie,sie,F
amb,8,7,NP2,incongruent,sie,amb,"Die Schamanin verehrte die Göttin, weil sie von Anfang an vollkommen war und die Ruhe austrahlte.",Was tat die Schamanin? (Die Schamanin verehrte die Göttin. / Die Schamanin spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,vollkommen,38.35,10,verehrte,2.75,8,93.75,"Die_Schamanin verehrte die_Göttin, weil sie von Anfang an vollkommen war und die_Ruhe austrahlte.",Was tat die Schamanin?,die Schamanin verehrte die Göttin.,die Schamanin spielte mit der Gegnerin.,sie,sie,F
nonamb,9,7,NP2,congruent,sie,unamb,"Der Schamane verehrte die Göttin, weil sie von Anfang an mächtig war und das Zeichen setzte.",Was tat der Schamane? (Der Schamane verehrte die Göttin. / Der Schamane spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,mächtig,34.16,7,verehrte,2.75,8,93.75,"Der_Schamane verehrte die_Göttin, weil sie von Anfang an mächtig war und das_Zeichen setzte.",Was tat der Schamane?,der Schamane verehrte die Göttin.,der Schamane spielte mit der Gegnerin.,sie,er,F
nonamb,10,7,NP2,incongruent,er,unamb,"Der Schamane verehrte die Göttin, weil er von Anfang an schwach war und die Müdigkeit zeigte.",Was tat der Schamane? (Der Schamane verehrte die Göttin. / Der Schamane spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,schwach,51.17,7,verehrte,2.75,8,93.75,"Der_Schamane verehrte die_Göttin, weil er von Anfang an schwach war und die_Müdigkeit zeigte.",Was tat der Schamane?,der Schamane verehrte die Göttin.,der Schamane spielte mit der Gegnerin.,sie,er,F
nonamb,11,7,NP2,congruent,er,unamb,"Die Schamanin verehrte den Gott, weil er von Anfang an mächtig war und das Zeichen setzte.",Was tat die Schamanin? (Die Schamanin verehrte den Gott. / Die Schamanin spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,mächtig,34.16,7,verehrte,2.75,8,93.75,"Die_Schamanin verehrte den_Gott, weil er von Anfang an mächtig war und das_Zeichen setzte.",Was tat die Schamanin?,die Schamanin verehrte den Gott.,die Schamanin spielte mit der Gegnerin.,sie,sie,F
nonamb,12,7,NP2,incongruent,sie,unamb,"Die Schamanin verehrte den Gott, weil sie von Anfang an schwach war und die Müdigkeit zeigte.",Was tat die Schamanin? (Die Schamanin verehrte den Gott. / Die Schamanin spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,schwach,51.17,7,verehrte,2.75,8,93.75,"Die_Schamanin verehrte den_Gott, weil sie von Anfang an schwach war und die_Müdigkeit zeigte.",Was tat die Schamanin?,die Schamanin verehrte den Gott.,die Schamanin spielte mit der Gegnerin.,sie,sie,F
nonamb,13,7,NP2,congruent,er,amb,"Der Schamane verehrte den Gott, weil er von Anfang an mächtig war und das Zeichen setzte.",Was tat der Schamane? (Der Schamane verehrte den Gott. / Der Schamane spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,mächtig,34.16,7,verehrte,2.75,8,93.75,"Der_Schamane verehrte den_Gott, weil er von Anfang an mächtig war und das_Zeichen setzte.",Was tat der Schamane?,der Schamane verehrte den Gott.,der Schamane spielte mit der Gegnerin.,er,er,F
nonamb,14,7,NP2,incongruent,er,amb,"Der Schamane verehrte den Gott, weil er von Anfang an schwach war und die Müdigkeit zeigte.",Was tat der Schamane? (Der Schamane verehrte den Gott. / Der Schamane spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,schwach,51.17,7,verehrte,2.75,8,93.75,"Der_Schamane verehrte den_Gott, weil er von Anfang an schwach war und die_Müdigkeit zeigte.",Was tat der Schamane?,der Schamane verehrte den Gott.,der Schamane spielte mit der Gegnerin.,er,er,F
nonamb,15,7,NP2,congruent,sie,amb,"Die Schamanin verehrte die Göttin, weil sie von Anfang an mächtig war und das Zeichen setzte.",Was tat die Schamanin? (Die Schamanin verehrte die Göttin. / Die Schamanin spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,mächtig,34.16,7,verehrte,2.75,8,93.75,"Die_Schamanin verehrte die_Göttin, weil sie von Anfang an mächtig war und das_Zeichen setzte.",Was tat die Schamanin?,die Schamanin verehrte die Göttin.,die Schamanin spielte mit der Gegnerin.,sie,sie,F
nonamb,16,7,NP2,incongruent,sie,amb,"Die Schamanin verehrte die Göttin, weil sie von Anfang an schwach war und die Müdigkeit zeigte.",Was tat die Schamanin? (Die Schamanin verehrte die Göttin. / Die Schamanin spielte mit der Gegnerin.),adored,ExpStim,6,18,2.54,-74.0,schwach,51.17,7,verehrte,2.75,8,93.75,"Die_Schamanin verehrte die_Göttin, weil sie von Anfang an schwach war und die_Müdigkeit zeigte.",Was tat die Schamanin?,die Schamanin verehrte die Göttin.,die Schamanin spielte mit der Gegnerin.,sie,sie,F
amb,1,11,neutral,congruent,er,unamb,"Der Verkäufer beleidigte die Kundin, weil er am frühen Abend unverschämt war und das Tabu verletzte.",Wer war unverschämt? (der Verkäufer / die Kundin),affronted,StimExp,9,30,-1.0,12.0,unverschämt,3.39,11,beleidigte,0.73,10,75.0,"Der_Verkäufer beleidigte die_Kundin, weil er am frühen Abend unverschämt war und das_Tabu verletzte.",Wer war unverschämt?,der Verkäufer,die Kundin,er,sie,F
amb,2,11,neutral,congruent,sie,unamb,"Der Verkäufer beleidigte die Kundin, weil sie am frühen Abend unhöflich war und die Grenze überschritt.",Wer war unhöflich? (der Verkäufer / die Kundin),affronted,StimExp,9,30,-1.0,12.0,unhöflich,1.12,9,beleidigte,0.73,10,75.0,"Der_Verkäufer beleidigte die_Kundin, weil sie am frühen Abend unhöflich war und die_Grenze überschritt.",Wer war unhöflich?,der Verkäufer,die Kundin,er,sie,F
amb,3,11,neutral,congruent,sie,unamb,"Die Verkäuferin beleidigte den Kunden, weil sie am frühen Abend unverschämt war und das Tabu verletzte.",Wer war unverschämt? (die Verkäuferin / der Kunde),affronted,StimExp,9,30,-1.0,12.0,unverschämt,3.39,11,beleidigte,0.73,10,75.0,"Die_Verkäuferin beleidigte den_Kunden, weil sie am frühen Abend unverschämt war und das_Tabu verletzte.",Wer war unverschämt?,die Verkäuferin,der Kunde,sie,er,F
amb,4,11,neutral,congruent,er,unamb,"Die Verkäuferin beleidigte den Kunden, weil er am frühen Abend unhöflich war und die Grenze überschritt.",Wer war unhöflich? (die Verkäuferin / der Kunde),affronted,StimExp,9,30,-1.0,12.0,unhöflich,1.12,9,beleidigte,0.73,10,75.0,"Die_Verkäuferin beleidigte den_Kunden, weil er am frühen Abend unhöflich war und die_Grenze überschritt.",Wer war unhöflich?,die Verkäuferin,der Kunde,sie,er,F
amb,5,11,neutral,congruent,er,amb,"Der Verkäufer beleidigte den Kunden, weil er am frühen Abend unverschämt war und das Tabu verletzte.",Wer war unverschämt? (der Verkäufer / der Kunde),affronted,StimExp,9,30,-1.0,12.0,unverschämt,3.39,11,beleidigte,0.73,10,75.0,"Der_Verkäufer beleidigte den_Kunden, weil er am frühen Abend unverschämt war und das_Tabu verletzte.",Wer war unverschämt?,der Verkäufer,der Kunde,er,er,F
amb,6,11,neutral,congruent,er,amb,"Der Verkäufer beleidigte den Kunden, weil er am frühen Abend unhöflich war und die Grenze überschritt.",Wer war unhöflich? (der Verkäufer / der Kunde),affronted,StimExp,9,30,-1.0,12.0,unhöflich,1.12,9,beleidigte,0.73,10,75.0,"Der_Verkäufer beleidigte den_Kunden, weil er am frühen Abend unhöflich war und die_Grenze überschritt.",Wer war unhöflich?,der Verkäufer,der Kunde,er,er,F
amb,7,11,neutral,congruent,sie,amb,"Die Verkäuferin beleidigte die Kundin, weil sie am frühen Abend unverschämt war und das Tabu verletzte.",Wer war unverschämt? (die Verkäuferin / die Kundin),affronted,StimExp,9,30,-1.0,12.0,unverschämt,3.39,11,beleidigte,0.73,10,75.0,"Die_Verkäuferin beleidigte die_Kundin, weil sie am frühen Abend unverschämt war und das_Tabu verletzte.",Wer war unverschämt?,die Verkäuferin,die Kundin,sie,sie,F
amb,8,11,neutral,congruent,sie,amb,"Die Verkäuferin beleidigte die Kundin, weil sie am frühen Abend unhöflich war und die Grenze überschritt.",Wer war unhöflich? (die Verkäuferin / die Kundin),affronted,StimExp,9,30,-1.0,12.0,unhöflich,1.12,9,beleidigte,0.73,10,75.0,"Die_Verkäuferin beleidigte die_Kundin, weil sie am frühen Abend unhöflich war und die_Grenze überschritt.",Wer war unhöflich?,die Verkäuferin,die Kundin,sie,sie,F
